Time,SN
1.878357552553846062e+03,8.656706733248595853e+00
1.878360330307692266e+03,7.838551948170008110e+00
1.878363108061538469e+03,9.679430952990175641e+00
1.878365885815384672e+03,4.867381948544863057e+00
1.878368663569230648e+03,7.226711732025465906e+00
1.878371441323076851e+03,1.450301161203804234e+01
1.878374219076923055e+03,1.029291692902740429e+01
1.878376996830769258e+03,9.305325760763647480e+00
1.878379774584615461e+03,5.641357806570594491e+00
1.878382552338461437e+03,1.156694196142817077e+01
1.878385330092307640e+03,1.223364349032749665e+01
1.878388107846153844e+03,1.112997129188459233e+01
1.878390885600000047e+03,1.831588320939005854e+01
1.878393663353846023e+03,2.708916178958023835e+00
1.878396441107692226e+03,9.648798867277960767e+00
1.878399218861538429e+03,1.674276414618957887e+01
1.878401996615384633e+03,8.252204301810913023e+00
1.878404774369230836e+03,7.324831889535524887e+00
1.878407552123076812e+03,1.403756001050632207e+01
1.878410329876923015e+03,8.476743573401844145e+00
1.878413107630769218e+03,1.291187247978813524e+01
1.878415885384615422e+03,1.581824231191671970e+01
1.878418663138461397e+03,1.722800888062869973e+01
1.878421440892307601e+03,1.144579913766907886e+01
1.878424218646153804e+03,5.135778382866430292e+00
1.878426996400000007e+03,8.824140713830995963e+00
1.878429774153846211e+03,7.103740119114153373e+00
1.878432551907692414e+03,8.109264026965105288e+00
1.878435329661538390e+03,4.856015850176122584e+00
1.878438107415384593e+03,1.916243307624227299e+01
1.878440885169230796e+03,6.334576706481509056e+00
1.878443662923077000e+03,1.223984151861224845e+01
1.878446440676922975e+03,3.197412253558043815e+00
1.878449218430769179e+03,1.039805910928345156e+01
1.878451996184615382e+03,7.505715083049363301e+00
1.878454773938461585e+03,1.405382647408135455e+01
1.878457551692307788e+03,1.045074036603754664e+01
1.878460329446153764e+03,1.027994382113985417e+01
1.878463107199999968e+03,1.588416885619544594e+01
1.878465884953846171e+03,1.199476024217493020e+01
1.878468662707692374e+03,6.390875454799054722e+00
1.878471440461538350e+03,1.160971004101766724e+01
1.878474218215384553e+03,0.000000000000000000e+00
1.878476995969230757e+03,1.087778739349054113e+01
1.878479773723076960e+03,4.995230622530064224e+00
1.878482551476923163e+03,5.031397334616749539e+00
1.878485329230769139e+03,5.298497300070718730e+00
1.878488106984615342e+03,4.411545360100518565e+00
1.878490884738461546e+03,0.000000000000000000e+00
1.878493662492307749e+03,4.342218892614850390e+00
1.878496440246153725e+03,7.855511126590242199e+00
1.878499217999999928e+03,1.059027276442330034e+01
1.878501995753846131e+03,3.994279847090838054e+00
1.878504773507692335e+03,8.037347536328457664e+00
1.878507551261538538e+03,2.423638358739318210e+00
1.878510329015384514e+03,6.578222010909946960e+00
1.878513106769230717e+03,0.000000000000000000e+00
1.878515884523076920e+03,4.927578507496107818e+00
1.878518662276923123e+03,0.000000000000000000e+00
1.878521440030769099e+03,0.000000000000000000e+00
1.878524217784615303e+03,3.531762523544488275e+00
1.878526995538461506e+03,0.000000000000000000e+00
1.878529773292307709e+03,0.000000000000000000e+00
1.878532551046153912e+03,0.000000000000000000e+00
1.878535328799999888e+03,2.231785567166136630e+00
1.878538106553846092e+03,0.000000000000000000e+00
1.878540884307692295e+03,0.000000000000000000e+00
1.878543662061538498e+03,0.000000000000000000e+00
1.878546439815384474e+03,1.750242585514397708e+00
1.878549217569230677e+03,0.000000000000000000e+00
1.878551995323076881e+03,8.077842426883309335e-01
1.878554773076923084e+03,0.000000000000000000e+00
1.878557550830769287e+03,0.000000000000000000e+00
1.878560328584615490e+03,0.000000000000000000e+00
1.878563106338461466e+03,0.000000000000000000e+00
1.878565884092307670e+03,0.000000000000000000e+00
1.878568661846153873e+03,2.874473715533851781e+00
1.878571439600000076e+03,0.000000000000000000e+00
1.878574217353846052e+03,0.000000000000000000e+00
1.878576995107692255e+03,0.000000000000000000e+00
1.878579772861538459e+03,1.335579250672953577e+00
1.878582550615384662e+03,0.000000000000000000e+00
1.878585328369230865e+03,0.000000000000000000e+00
1.878588106123076841e+03,0.000000000000000000e+00
1.878590883876923044e+03,0.000000000000000000e+00
1.878593661630769247e+03,1.928893257097805458e+00
1.878596439384615451e+03,2.751167140903094666e-01
1.878599217138461427e+03,2.537036416676228701e+00
1.878601994892307630e+03,1.369097974304881893e+00
1.878604772646153833e+03,0.000000000000000000e+00
1.878607550400000036e+03,0.000000000000000000e+00
1.878610328153846240e+03,0.000000000000000000e+00
1.878613105907692216e+03,0.000000000000000000e+00
1.878615883661538419e+03,9.795453165848162058e+00
1.878618661415384622e+03,0.000000000000000000e+00
1.878621439169230825e+03,0.000000000000000000e+00
1.878624216923076801e+03,1.275950996288911787e-01
1.878626994676923005e+03,1.472983756316123549e-01
1.878629772430769208e+03,4.484527171395790823e+00
1.878632550184615411e+03,0.000000000000000000e+00
1.878635327938461614e+03,6.109869358001368767e+00
1.878638105692307590e+03,0.000000000000000000e+00
1.878640883446153794e+03,0.000000000000000000e+00
1.878643661199999997e+03,1.119956386275369731e+01
1.878646438953846200e+03,5.934608206895637394e+00
1.878649216707692176e+03,1.958919559287453982e+00
1.878651994461538379e+03,7.698448265446774741e+00
1.878654772215384583e+03,5.135596080663610508e+00
1.878657549969230786e+03,7.696762481491123964e+00
1.878660327723076989e+03,1.065192746509330490e+01
1.878663105476922965e+03,9.633307345003405686e+00
1.878665883230769168e+03,2.450661566366067134e+00
1.878668660984615371e+03,4.295813031112873048e+00
1.878671438738461575e+03,2.911085098845915375e+00
1.878674216492307551e+03,6.681428398930458812e+00
1.878676994246153754e+03,2.765882111502530272e+00
1.878679771999999957e+03,1.254293414582945587e+01
1.878682549753846160e+03,1.260312780198604443e+01
1.878685327507692364e+03,9.906443728402347659e+00
1.878688105261538567e+03,9.476456212492964326e+00
1.878690883015384543e+03,1.158476007369471894e+01
1.878693660769230746e+03,7.023344103850519105e+00
1.878696438523076949e+03,1.721887668718201780e+01
1.878699216276923153e+03,7.250387986795469253e+00
1.878701994030769129e+03,2.335473553782481559e+00
1.878704771784615332e+03,1.081609851383334941e+01
1.878707549538461535e+03,8.796379323628997327e+00
1.878710327292307738e+03,1.329009065307520743e+01
1.878713105046153942e+03,1.297044517166809641e+01
1.878715882799999918e+03,5.330699764439409627e+00
1.878718660553846121e+03,7.236107525337780899e+00
1.878721438307692324e+03,3.251933184664077103e+00
1.878724216061538527e+03,6.533865038339571996e+00
1.878726993815384503e+03,6.512846493881134791e+00
1.878729771569230707e+03,1.089850357320120366e+01
1.878732549323076910e+03,1.167730436042515585e+00
1.878735327076923113e+03,0.000000000000000000e+00
1.878738104830769316e+03,3.169690605097082781e+00
1.878740882584615292e+03,3.530676904186409892e+00
1.878743660338461495e+03,1.557821981124048349e+01
1.878746438092307699e+03,0.000000000000000000e+00
1.878749215846153902e+03,5.682964369485621781e+00
1.878751993599999878e+03,1.234180040432913295e+01
1.878754771353846081e+03,3.708118784782325594e+00
1.878757549107692284e+03,4.569799888231943719e+00
1.878760326861538488e+03,6.547965369819682024e+00
1.878763104615384691e+03,8.272319523351843173e+00
1.878765882369230667e+03,1.710262015527016954e+00
1.878768660123076870e+03,0.000000000000000000e+00
1.878771437876923073e+03,5.148944676482610561e+00
1.878774215630769277e+03,5.822372621035896145e-01
1.878776993384615253e+03,3.182585462876912796e+00
1.878779771138461456e+03,0.000000000000000000e+00
1.878782548892307659e+03,0.000000000000000000e+00
1.878785326646153862e+03,0.000000000000000000e+00
1.878788104400000066e+03,0.000000000000000000e+00
1.878790882153846042e+03,1.883901347430327222e+00
1.878793659907692245e+03,1.171254428343577736e+00
1.878796437661538448e+03,2.913896525442532415e+00
1.878799215415384651e+03,0.000000000000000000e+00
1.878801993169230627e+03,6.148009860833467677e+00
1.878804770923076831e+03,3.372380318245148167e+00
1.878807548676923034e+03,0.000000000000000000e+00
1.878810326430769237e+03,7.039222532227109141e+00
1.878813104184615440e+03,0.000000000000000000e+00
1.878815881938461644e+03,9.446095121506767889e-01
1.878818659692307619e+03,5.212749764313980627e+00
1.878821437446153823e+03,6.951329205537205347e+00
1.878824215200000026e+03,3.350524725770675172e+00
1.878826992953846229e+03,0.000000000000000000e+00
1.878829770707692205e+03,2.114967257941728018e+00
1.878832548461538408e+03,5.154143760421396436e+00
1.878835326215384612e+03,3.821908883598807538e+00
1.878838103969230815e+03,1.144882051442899229e+00
1.878840881723077018e+03,8.491739732608840185e+00
1.878843659476922994e+03,0.000000000000000000e+00
1.878846437230769197e+03,3.932676593903002171e+00
1.878849214984615401e+03,6.705058189494229381e+00
1.878851992738461604e+03,2.259967930100411859e+00
1.878854770492307580e+03,1.139437405667963965e+01
1.878857548246153783e+03,2.575184129114269638e+00
1.878860325999999986e+03,6.916103790039067611e+00
1.878863103753846190e+03,9.946677668024962671e+00
1.878865881507692393e+03,0.000000000000000000e+00
1.878868659261538369e+03,6.841926463926109925e+00
1.878871437015384572e+03,0.000000000000000000e+00
1.878874214769230775e+03,6.802027413560248981e+00
1.878876992523076979e+03,7.633852452774130271e+00
1.878879770276922955e+03,1.555355535659286303e+01
1.878882548030769158e+03,3.951706531834340730e+00
1.878885325784615361e+03,1.026863020969826046e+01
1.878888103538461564e+03,2.585488072293308459e+00
1.878890881292307768e+03,2.940238448128575488e+00
1.878893659046153743e+03,6.096636155253008837e+00
1.878896436799999947e+03,1.072556612625049155e+01
1.878899214553846150e+03,8.920140887392509654e+00
1.878901992307692353e+03,6.032212268571786495e+00
1.878904770061538329e+03,6.532254261978039267e+00
1.878907547815384532e+03,2.586203977584707658e+00
1.878910325569230736e+03,8.473937703968603685e+00
1.878913103323076939e+03,4.232265514912071147e+00
1.878915881076923142e+03,3.217090547782138987e+00
1.878918658830769118e+03,0.000000000000000000e+00
1.878921436584615321e+03,0.000000000000000000e+00
1.878924214338461525e+03,2.647866070991439003e+00
1.878926992092307728e+03,8.572286984585421266e+00
1.878929769846153704e+03,2.736020298529683537e+00
1.878932547599999907e+03,6.774609380923385160e+00
1.878935325353846110e+03,1.039273482524928305e+01
1.878938103107692314e+03,0.000000000000000000e+00
1.878940880861538517e+03,5.201508260220788493e-01
1.878943658615384720e+03,1.105558845074680541e+01
1.878946436369230696e+03,5.839905528786860422e+00
1.878949214123076899e+03,5.715119466059713771e-01
1.878951991876923103e+03,6.478087199945527175e+00
1.878954769630769306e+03,0.000000000000000000e+00
1.878957547384615282e+03,9.251041711181036131e-01
1.878960325138461485e+03,0.000000000000000000e+00
1.878963102892307688e+03,5.704766575278862106e+00
1.878965880646153892e+03,0.000000000000000000e+00
1.878968658400000095e+03,5.115321212339626555e+00
1.878971436153846071e+03,0.000000000000000000e+00
1.878974213907692274e+03,0.000000000000000000e+00
1.878976991661538477e+03,2.955696131909076652e+00
1.878979769415384681e+03,6.142715748710879886e+00
1.878982547169230656e+03,1.693488307130937232e+00
1.878985324923076860e+03,0.000000000000000000e+00
1.878988102676923063e+03,8.903463923541775626e-01
1.878990880430769266e+03,0.000000000000000000e+00
1.878993658184615470e+03,1.109950370086455074e+01
1.878996435938461445e+03,0.000000000000000000e+00
1.878999213692307649e+03,0.000000000000000000e+00
1.879001991446153852e+03,0.000000000000000000e+00
1.879004769200000055e+03,1.316838481333661370e+01
1.879007546953846031e+03,0.000000000000000000e+00
1.879010324707692234e+03,1.107639795541854788e+01
1.879013102461538438e+03,0.000000000000000000e+00
1.879015880215384641e+03,6.228494445376292488e-01
1.879018657969230844e+03,5.147665257531267358e+00
1.879021435723076820e+03,4.818331901022160579e+00
1.879024213476923023e+03,0.000000000000000000e+00
1.879026991230769227e+03,0.000000000000000000e+00
1.879029768984615430e+03,4.210775500727687692e+00
1.879032546738461406e+03,1.201418576687707906e+00
1.879035324492307609e+03,0.000000000000000000e+00
1.879038102246153812e+03,2.714563744398851064e+00
1.879040880000000016e+03,1.572786816345372651e+00
1.879043657753846219e+03,3.968963611339019870e+00
1.879046435507692195e+03,9.635298640282588423e+00
1.879049213261538398e+03,5.302892619823280640e-01
1.879051991015384601e+03,0.000000000000000000e+00
1.879054768769230805e+03,0.000000000000000000e+00
1.879057546523076780e+03,0.000000000000000000e+00
1.879060324276922984e+03,0.000000000000000000e+00
1.879063102030769187e+03,6.921232090402396064e-01
1.879065879784615390e+03,2.288908805054738149e+00
1.879068657538461594e+03,8.932170505972356622e-01
1.879071435292307797e+03,5.728959896273524421e+00
1.879074213046153773e+03,1.838440172711406362e+00
1.879076990799999976e+03,0.000000000000000000e+00
1.879079768553846179e+03,3.924995623926715638e+00
1.879082546307692382e+03,0.000000000000000000e+00
1.879085324061538358e+03,0.000000000000000000e+00
1.879088101815384562e+03,6.778800074865899639e+00
1.879090879569230765e+03,8.585809035746425621e+00
1.879093657323076968e+03,0.000000000000000000e+00
1.879096435076923171e+03,3.290907937496021507e-01
1.879099212830769147e+03,1.256329577827808297e+00
1.879101990584615351e+03,0.000000000000000000e+00
1.879104768338461554e+03,0.000000000000000000e+00
1.879107546092307757e+03,6.459252654683306005e+00
1.879110323846153733e+03,0.000000000000000000e+00
1.879113101599999936e+03,1.505340594558293610e+00
1.879115879353846140e+03,0.000000000000000000e+00
1.879118657107692343e+03,1.679352761383292592e+00
1.879121434861538546e+03,0.000000000000000000e+00
1.879124212615384522e+03,8.475761252090571185e-01
1.879126990369230725e+03,0.000000000000000000e+00
1.879129768123076929e+03,3.294208976912633258e+00
1.879132545876923132e+03,3.107872359879265023e+00
1.879135323630769108e+03,0.000000000000000000e+00
1.879138101384615311e+03,5.254744404638708843e+00
1.879140879138461514e+03,0.000000000000000000e+00
1.879143656892307717e+03,7.821836286378658798e+00
1.879146434646153921e+03,3.395909824705880986e+00
1.879149212399999897e+03,0.000000000000000000e+00
1.879151990153846100e+03,0.000000000000000000e+00
1.879154767907692303e+03,0.000000000000000000e+00
1.879157545661538506e+03,0.000000000000000000e+00
1.879160323415384482e+03,0.000000000000000000e+00
1.879163101169230686e+03,2.491711973221212073e+00
1.879165878923076889e+03,3.113625824869567627e+00
1.879168656676923092e+03,0.000000000000000000e+00
1.879171434430769295e+03,0.000000000000000000e+00
1.879174212184615271e+03,0.000000000000000000e+00
1.879176989938461475e+03,3.294541213712188110e+00
1.879179767692307678e+03,0.000000000000000000e+00
1.879182545446153881e+03,0.000000000000000000e+00
1.879185323199999857e+03,0.000000000000000000e+00
1.879188100953846060e+03,7.368221496428017048e+00
1.879190878707692264e+03,0.000000000000000000e+00
1.879193656461538467e+03,5.837614149185574419e+00
1.879196434215384670e+03,3.794746767787272823e+00
1.879199211969230873e+03,0.000000000000000000e+00
1.879201989723076849e+03,1.024793943322168843e+01
1.879204767476923053e+03,0.000000000000000000e+00
1.879207545230769256e+03,3.358886959132096339e-01
1.879210322984615459e+03,4.534927334621184691e+00
1.879213100738461435e+03,3.196456206178182935e+00
1.879215878492307638e+03,9.330073111170204214e+00
1.879218656246153841e+03,0.000000000000000000e+00
1.879221434000000045e+03,6.634801489378488348e+00
1.879224211753846248e+03,4.311625099502669478e+00
1.879226989507692224e+03,8.219360327166514324e+00
1.879229767261538427e+03,9.653980309738456000e+00
1.879232545015384630e+03,0.000000000000000000e+00
1.879235322769230834e+03,2.149991004493916336e-01
1.879238100523076810e+03,1.876879327756592630e+01
1.879240878276923013e+03,7.386732708344545983e+00
1.879243656030769216e+03,6.745862669518619015e+00
1.879246433784615419e+03,9.891469596211754478e+00
1.879249211538461623e+03,8.565367517778506468e+00
1.879251989292307599e+03,2.696039044260842843e+00
1.879254767046153802e+03,6.426258883695121327e+00
1.879257544800000005e+03,2.171057920277252862e-01
1.879260322553846208e+03,1.288945498738890549e+01
1.879263100307692184e+03,3.038577391915324277e+00
1.879265878061538388e+03,1.385789508183834862e+01
1.879268655815384591e+03,1.272851469114113776e+01
1.879271433569230794e+03,7.879245431022731339e+00
1.879274211323076997e+03,7.448035933764753480e+00
1.879276989076922973e+03,6.749650363569377198e+00
1.879279766830769177e+03,1.581863485172375761e+01
1.879282544584615380e+03,5.290762541808396335e+00
1.879285322338461583e+03,8.485462612719588904e+00
1.879288100092307559e+03,6.835032264817886727e+00
1.879290877846153762e+03,1.044562759562458076e+01
1.879293655599999965e+03,1.288658893867940236e+01
1.879296433353846169e+03,1.396891054035694957e+01
1.879299211107692372e+03,1.615026105025803815e+01
1.879301988861538348e+03,0.000000000000000000e+00
1.879304766615384551e+03,1.824647073723542690e+01
1.879307544369230754e+03,1.215788869814914008e+01
1.879310322123076958e+03,2.454367494057353127e+01
1.879313099876922934e+03,1.180999787713048477e+01
1.879315877630769137e+03,6.449728638341070130e+00
1.879318655384615340e+03,5.059590844216287131e+00
1.879321433138461543e+03,2.131516410300422493e+00
1.879324210892307747e+03,4.977999482206758586e+00
1.879326988646153950e+03,1.226874434285512017e+01
1.879329766399999926e+03,1.101369491580373428e+01
1.879332544153846129e+03,4.695899380579096949e+00
1.879335321907692332e+03,3.697379169269529253e+00
1.879338099661538536e+03,1.279278191670740128e+01
1.879340877415384512e+03,4.831175704531077919e+00
1.879343655169230715e+03,4.713184725383545270e+00
1.879346432923076918e+03,1.014891496242228008e+01
1.879349210676923121e+03,5.952469650841019089e+00
1.879351988430769325e+03,1.741026990303475852e+00
1.879354766184615301e+03,1.768239692045538902e+01
1.879357543938461504e+03,5.468190960730620276e+00
1.879360321692307707e+03,1.281338337460317689e+01
1.879363099446153910e+03,5.891543166953310262e+00
1.879365877199999886e+03,4.039750243742918023e+00
1.879368654953846089e+03,0.000000000000000000e+00
1.879371432707692293e+03,0.000000000000000000e+00
1.879374210461538496e+03,3.873723747282222352e+00
1.879376988215384699e+03,1.310829141958249178e+00
1.879379765969230675e+03,9.612570581345615039e+00
1.879382543723076878e+03,0.000000000000000000e+00
1.879385321476923082e+03,4.711700251620197122e+00
1.879388099230769285e+03,9.819569620258801201e-01
1.879390876984615261e+03,4.489016138583042270e+00
1.879393654738461464e+03,7.633856149146415859e+00
1.879396432492307667e+03,1.430557257884314559e+01
1.879399210246153871e+03,0.000000000000000000e+00
1.879401988000000074e+03,5.724136318597391693e+00
1.879404765753846050e+03,9.572181771288992280e+00
1.879407543507692253e+03,5.671371242156877379e+00
1.879410321261538456e+03,1.361945137778969084e+00
1.879413099015384660e+03,6.374332292240160847e+00
1.879415876769230636e+03,3.550205819507014304e+00
1.879418654523076839e+03,0.000000000000000000e+00
1.879421432276923042e+03,1.027302188625561996e+01
1.879424210030769245e+03,0.000000000000000000e+00
1.879426987784615449e+03,8.046163166958475443e+00
1.879429765538461425e+03,6.220171422233652159e+00
1.879432543292307628e+03,2.350819522586546917e+00
1.879435321046153831e+03,3.092187016551400713e+00
1.879438098800000034e+03,8.048859939487400084e+00
1.879440876553846010e+03,1.164416078317422887e+00
1.879443654307692213e+03,1.163638008013436220e+01
1.879446432061538417e+03,0.000000000000000000e+00
1.879449209815384620e+03,4.608108118281803556e+00
1.879451987569230823e+03,6.508016400887541408e+00
1.879454765323077027e+03,8.931897193998622697e+00
1.879457543076923002e+03,8.169111540277903316e+00
1.879460320830769206e+03,2.990247384488459836e+00
1.879463098584615409e+03,8.689911441237917700e+00
1.879465876338461612e+03,9.447633029805706073e+00
1.879468654092307588e+03,9.093715732724232836e+00
1.879471431846153791e+03,6.990358437556181137e+00
1.879474209599999995e+03,2.400675391466922548e+00
1.879476987353846198e+03,8.844442892729166061e+00
1.879479765107692401e+03,1.086564110183442899e+01
1.879482542861538377e+03,1.301048343742091262e+01
1.879485320615384580e+03,4.681660782658816800e+00
1.879488098369230784e+03,1.255926300457759481e+01
1.879490876123076987e+03,3.542087993915105315e+00
1.879493653876922963e+03,9.969801963245217280e+00
1.879496431630769166e+03,8.277508418575489912e+00
1.879499209384615369e+03,6.602447987397551898e+00
1.879501987138461573e+03,7.074038583924819434e+00
1.879504764892307776e+03,1.699028390863163196e+01
1.879507542646153752e+03,9.859424526386064258e+00
1.879510320399999955e+03,7.858052940989091795e+00
1.879513098153846158e+03,9.855527047245679739e+00
1.879515875907692362e+03,1.581394987497309756e+01
1.879518653661538337e+03,1.056649732274478382e+01
1.879521431415384541e+03,8.459185196761040970e+00
1.879524209169230744e+03,7.663434418493570988e+00
1.879526986923076947e+03,6.909612699328917529e-01
1.879529764676923151e+03,2.320429386168440189e+01
1.879532542430769126e+03,1.248920685157361987e+01
1.879535320184615330e+03,2.282375472021901786e+01
1.879538097938461533e+03,5.612115328355180566e+00
1.879540875692307736e+03,1.284171362120113002e+01
1.879543653446153712e+03,1.294313282683492616e+01
1.879546431199999915e+03,1.105194370466557174e+01
1.879549208953846119e+03,1.420387410402125106e+01
1.879551986707692322e+03,3.276334404959792224e+00
1.879554764461538525e+03,1.813259505434152885e+01
1.879557542215384501e+03,8.828334497792413416e+00
1.879560319969230704e+03,1.070920006138040748e+01
1.879563097723076908e+03,1.688134616228834872e+01
1.879565875476923111e+03,1.928730167536335927e+01
1.879568653230769087e+03,1.781836787139507905e+01
1.879571430984615290e+03,1.435435097641495972e+01
1.879574208738461493e+03,1.578999870217808699e+01
1.879576986492307697e+03,1.132027859102782763e+01
1.879579764246153900e+03,2.032251228301755219e+01
1.879582542000000103e+03,1.519148971865276465e+01
1.879585319753846079e+03,2.508783358978686451e+01
1.879588097507692282e+03,9.127624528556555816e+00
1.879590875261538486e+03,1.500693621295778790e+01
1.879593653015384689e+03,1.529714733032755447e+01
1.879596430769230665e+03,1.680276696159997485e+01
1.879599208523076868e+03,1.986492362081841634e+01
1.879601986276923071e+03,1.341327958937343823e+01
1.879604764030769275e+03,1.932883018637845396e+01
1.879607541784615478e+03,2.135629363525763580e+01
1.879610319538461454e+03,1.519939697782588439e+01
1.879613097292307657e+03,1.672455638836970238e+01
1.879615875046153860e+03,1.844093701989636358e+01
1.879618652800000064e+03,8.255534152115686197e+00
1.879621430553846039e+03,2.392912156641539312e+01
1.879624208307692243e+03,1.784376158483196306e+01
1.879626986061538446e+03,3.552366312818168126e+01
1.879629763815384649e+03,1.881977510188082547e+01
1.879632541569230852e+03,2.352003459638159200e+01
1.879635319323076828e+03,2.108254223100990288e+01
1.879638097076923032e+03,1.961103477208725465e+01
1.879640874830769235e+03,2.484988612537051011e+01
1.879643652584615438e+03,1.549200316651751486e+01
1.879646430338461414e+03,1.408859591449871296e+01
1.879649208092307617e+03,1.762118978103955413e+01
1.879651985846153821e+03,8.607200407550584131e+00
1.879654763600000024e+03,1.371337119953212813e+01
1.879657541353846227e+03,0.000000000000000000e+00
1.879660319107692203e+03,1.106691571203112190e+01
1.879663096861538406e+03,1.829659553011088846e+01
1.879665874615384610e+03,2.264560782552578644e+01
1.879668652369230813e+03,1.279291676691983426e+01
1.879671430123076789e+03,1.012775345424237550e+01
1.879674207876922992e+03,1.957397058388518474e+01
1.879676985630769195e+03,1.613105399772985038e+01
1.879679763384615399e+03,1.529641670006058618e+01
1.879682541138461602e+03,1.938749053303420311e+01
1.879685318892307578e+03,1.794374848378427600e+01
1.879688096646153781e+03,1.613363214885173136e+01
1.879690874399999984e+03,2.626939665016887915e+00
1.879693652153846188e+03,1.022642134353484522e+01
1.879696429907692163e+03,1.298327802181271551e+01
1.879699207661538367e+03,1.338993830759109294e+01
1.879701985415384570e+03,0.000000000000000000e+00
1.879704763169230773e+03,5.161507955303967776e+00
1.879707540923076976e+03,1.010062946081370505e+01
1.879710318676923180e+03,2.110318034205318938e+00
1.879713096430769156e+03,5.884550696346375176e+00
1.879715874184615359e+03,4.392780592525559413e+00
1.879718651938461562e+03,8.449385587766579775e+00
1.879721429692307765e+03,1.157148936210917078e+01
1.879724207446153741e+03,3.220456689664187522e+00
1.879726985199999945e+03,9.200093087133215164e+00
1.879729762953846148e+03,1.092241902805194798e+01
1.879732540707692351e+03,9.190054245476268591e+00
1.879735318461538554e+03,1.664964453151459622e+01
1.879738096215384530e+03,2.107422066858773846e+01
1.879740873969230734e+03,1.531478856246641307e+01
1.879743651723076937e+03,6.366854176766901574e+00
1.879746429476923140e+03,1.642405433315993690e+01
1.879749207230769116e+03,2.367944915679204598e+01
1.879751984984615319e+03,1.523953603115816691e+01
1.879754762738461523e+03,1.883161243169765342e+01
1.879757540492307726e+03,6.537873532976913538e+00
1.879760318246153929e+03,2.275577638291949256e+01
1.879763095999999905e+03,1.895230660507689180e+01
1.879765873753846108e+03,1.529009822580684563e+01
